1990 г.;1991 г.;1992 г.;1993 г.;1994 г.;1995 г.;1996 г.;1997 г.;1998 г.;1999 г.;2000 г.;2001 г.;2002 г.;2003 г.;2004 г.;2005 г.;2006 г.;2007 г.;2008 г.;2009 г.;2010 г.;2011 г.;2012 г.;2013 г.;2014 г.;2015 г.;2016 г.;2017 г.;2018 г.
608665;240945,99;47002;-205827;104070;-168299;-263025;-226480;-262707;-649298;-586517;-654277;-685684;-630064;-532540;-564464;-373890;-115157;-10339;96305,99;31931;190949,99;290676;319871,99;305469;277422;259661,99;76059,99;-99712
